1,1,1200.6,3,0,0,0,0,0,0,0,20,3
1,1,840.42,3,0,0,0,0,0,0,0,14,3
1,1,480.24,3,0,0,0,0,0,0,0,8,3
1,1,360.18,3,0,0,0,0,0,0,0,6,3
1,1,720.36,2,0,0,0,0,0,0,0,18,2
1,1,320.16,2,0,0,0,0,0,0,0,8,2
1,1,320.16,2,0,0,0,0,0,0,0,8,2
1,1,160.08,1,0,0,0,0,0,0,0,8,1
1,1,360.18,3,0,0,0,0,0,0,0,6,3
1,1,600.3,3,0,0,0,0,0,0,0,10,3
1,1,800.4,2,0,0,0,0,0,0,0,20,2
1,1,120.06,3,0,0,0,0,0,0,0,2,3
1,1,160.08,2,0,0,0,0,0,0,0,4,2
1,1,400.2,1,0,0,0,0,0,0,0,20,1
1,1,640.32,2,0,0,0,0,0,0,0,16,2
1,1,240.12,2,0,0,0,0,0,0,0,6,2
1,1,640.32,2,0,0,0,0,0,0,0,16,2
1,1,360.18,3,0,0,0,0,0,0,0,6,3
1,1,160.08,2,0,0,0,0,0,0,0,4,2
1,1,40.02,1,0,0,0,0,0,0,0,2,1
1,1,200.1,1,0,0,0,0,0,0,0,10,1
1,1,720.36,2,0,0,0,0,0,0,0,18,2
1,1,160.08,1,0,0,0,0,0,0,0,8,1
1,1,320.16,2,0,0,0,0,0,0,0,8,2
1,1,480.24,2,0,0,0,0,0,0,0,12,2
1,1,560.28,2,0,0,0,0,0,0,0,14,2
1,1,480.24,2,0,0,0,0,0,0,0,12,2
1,1,480.24,2,0,0,0,0,0,0,0,12,2
1,1,360.18,1,0,0,0,0,0,0,0,18,1
1,1,160.08,1,0,0,0,0,0,0,0,8,1
1,1,160.08,1,0,0,0,0,0,0,0,8,1
1,1,480.24,3,0,0,0,0,0,0,0,8,3
1,1,80.04,2,0,0,0,0,0,0,0,2,2
1,1,160.08,2,0,0,0,0,0,0,0,4,2
1,1,160.08,1,0,0,0,0,0,0,0,8,1
1,1,400.2,2,0,0,0,0,0,0,0,10,2
1,1,320.16,1,0,0,0,0,0,0,0,16,1
1,1,840.42,3,0,0,0,0,0,0,0,14,3
1,1,120.06,3,0,0,0,0,0,0,0,2,3
1,1,80.04,1,0,0,0,0,0,0,0,4,1
1,1,80.04,1,0,0,0,0,0,0,0,4,1
1,1,720.36,2,0,0,0,0,0,0,0,18,2
1,1,240.12,1,0,0,0,0,0,0,0,12,1
1,1,960.48,3,0,0,0,0,0,0,0,16,3
1,1,480.24,2,0,0,0,0,0,0,0,12,2
1,1,560.28,2,0,0,0,0,0,0,0,14,2
1,1,560.28,2,0,0,0,0,0,0,0,14,2
1,1,240.12,1,0,0,0,0,0,0,0,12,1
1,1,80.04,1,0,0,0,0,0,0,0,4,1
1,1,240.12,1,0,0,0,0,0,0,0,12,1
1,1,840.42,3,0,0,0,0,0,0,0,14,3
1,1,320.16,2,0,0,0,0,0,0,0,8,2
1,1,720.36,2,0,0,0,0,0,0,0,18,2
1,1,320.16,1,0,0,0,0,0,0,0,16,1
1,1,1200.6,3,0,0,0,0,0,0,0,20,3
1,1,240.12,2,0,0,0,0,0,0,0,6,2
1,1,640.32,2,0,0,0,0,0,0,0,16,2
1,1,80.04,1,0,0,0,0,0,0,0,4,1
1,1,160.08,2,0,0,0,0,0,0,0,4,2
1,1,400.2,2,0,0,0,0,0,0,0,10,2
1,1,200.1,1,0,0,0,0,0,0,0,10,1
1,1,80.04,1,0,0,0,0,0,0,0,4,1
1,1,240.12,1,0,0,0,0,0,0,0,12,1
1,1,360.18,3,0,0,0,0,0,0,0,6,3
1,1,400.2,2,0,0,0,0,0,0,0,10,2
1,1,160.08,1,0,0,0,0,0,0,0,8,1
1,1,120.06,3,0,0,0,0,0,0,0,2,3
1,1,720.36,2,0,0,0,0,0,0,0,18,2
1,1,80.04,2,0,0,0,0,0,0,0,2,2
1,1,320.16,2,0,0,0,0,0,0,0,8,2
1,1,240.12,1,0,0,0,0,0,0,0,12,1
1,1,320.16,1,0,0,0,0,0,0,0,16,1
1,1,1080.54,3,0,0,0,0,0,0,0,18,3
1,1,320.16,1,0,0,0,0,0,0,0,16,1
1,1,720.36,3,0,0,0,0,0,0,0,12,3
1,1,480.24,3,0,0,0,0,0,0,0,8,3
1,1,320.16,2,0,0,0,0,0,0,0,8,2
1,1,560.28,2,0,0,0,0,0,0,0,14,2
1,1,720.36,3,0,0,0,0,0,0,0,12,3
1,1,80.04,1,0,0,0,0,0,0,0,4,1
1,1,240.12,2,0,0,0,0,0,0,0,6,2
1,1,840.42,3,0,0,0,0,0,0,0,14,3
1,1,840.42,3,0,0,0,0,0,0,0,14,3
1,1,480.24,2,0,0,0,0,0,0,0,12,2
1,1,840.42,3,0,0,0,0,0,0,0,14,3
1,1,160.08,2,0,0,0,0,0,0,0,4,2
1,1,720.36,2,0,0,0,0,0,0,0,18,2
1,1,360.18,1,0,0,0,0,0,0,0,18,1
1,1,40.02,1,0,0,0,0,0,0,0,2,1
1,1,240.12,3,0,0,0,0,0,0,0,4,3
1,1,600.3,3,0,0,0,0,0,0,0,10,3
1,1,240.12,3,0,0,0,0,0,0,0,4,3
1,1,120.06,1,0,0,0,0,0,0,0,6,1
1,1,320.16,1,0,0,0,0,0,0,0,16,1
1,1,240.12,3,0,0,0,0,0,0,0,4,3
1,1,200.1,1,0,0,0,0,0,0,0,10,1
1,1,480.24,3,0,0,0,0,0,0,0,8,3
1,1,960.48,3,0,0,0,0,0,0,0,16,3
1,1,400.2,1,0,0,0,0,0,0,0,20,1
1,1,360.18,1,0,0,0,0,0,0,0,18,1
1,1,320.16,1,0,0,0,0,0,0,0,16,1
1,1,80.04,1,0,0,0,0,0,0,0,4,1
1,1,400.2,1,0,0,0,0,0,0,0,20,1
1,1,120.06,3,0,0,0,0,0,0,0,2,3
1,1,200.1,1,0,0,0,0,0,0,0,10,1
1,1,720.36,2,0,0,0,0,0,0,0,18,2
1,1,600.3,3,0,0,0,0,0,0,0,10,3
1,1,480.24,2,0,0,0,0,0,0,0,12,2
1,1,80.04,1,0,0,0,0,0,0,0,4,1
1,1,840.42,3,0,0,0,0,0,0,0,14,3
1,1,240.12,2,0,0,0,0,0,0,0,6,2
1,1,280.14,1,0,0,0,0,0,0,0,14,1
1,1,640.32,2,0,0,0,0,0,0,0,16,2
1,1,240.12,2,0,0,0,0,0,0,0,6,2
1,1,240.12,3,0,0,0,0,0,0,0,4,3
1,1,320.16,2,0,0,0,0,0,0,0,8,2
1,1,80.04,1,0,0,0,0,0,0,0,4,1
1,1,720.36,2,0,0,0,0,0,0,0,18,2
1,1,40.02,1,0,0,0,0,0,0,0,2,1
1,1,200.1,1,0,0,0,0,0,0,0,10,1
1,1,160.08,1,0,0,0,0,0,0,0,8,1
1,1,480.24,2,0,0,0,0,0,0,0,12,2
1,1,720.36,3,0,0,0,0,0,0,0,12,3
1,1,120.06,3,0,0,0,0,0,0,0,2,3
1,1,480.24,3,0,0,0,0,0,0,0,8,3
1,1,200.1,1,0,0,0,0,0,0,0,10,1
1,1,320.16,1,0,0,0,0,0,0,0,16,1
1,1,1080.54,3,0,0,0,0,0,0,0,18,3
1,1,480.24,3,0,0,0,0,0,0,0,8,3
1,1,480.24,2,0,0,0,0,0,0,0,12,2
1,1,640.32,2,0,0,0,0,0,0,0,16,2
1,1,600.3,3,0,0,0,0,0,0,0,10,3
